0.500,11.91364910,13.80639243,16.07481611,19.33584048,22.95334610,26.99680237,32.14821847,38.20478967,45.37626653,53.91213849,61.91213849
0.600,9.941745237,11.07993471,12.55917996,14.45205620,16.50968175,18.69188800,21.43464051,24.54348625,28.12557547,32.22076458,36.22076458
0.700,8.389329299,9.047785260,10.03608156,11.01905700,12.09821620,13.18499353,14.50561122,15.99208722,17.63278958,19.45442506,21.45442506
0.800,7.198900884,7.582169118,8.335617943,8.696752611,9.245096812,9.757641509,10.36382959,10.94436856,11.69622233,12.38164218,13.38164218
0.900,6.352386665,6.586083032,7.269981646,7.283259453,7.631714321,7.990506707,8.394347034,8.692934701,9.216881386,9.627841978,9.827841978
1.000,5.729760708,5.984615747,6.593307593,6.476742420,6.735784606,7.151697583,7.537753421,7.772043821,8.269975420,8.655208472,8.955208472
1.100,5.288842088,5.611176728,6.171017236,6.025201713,6.253532517,6.762522333,7.163270275,7.393609479,7.909976526,8.310221339,8.610221339
1.200,5.005309124,5.376767119,5.911344257,5.779066354,5.997388339,6.581386104,6.999032257,7.240277056,7.773097873,8.187878296,8.487878296
1.300,4.837578228,5.232400056,5.753481833,5.647452232,5.861658386,6.496883558,6.926804306,7.179804550,7.720970502,8.144485505,8.444485505
1.400,4.736558428,5.147395540,5.658246496,5.578125466,5.789556148,6.457522820,6.894919925,7.155604903,7.701061749,8.129078094,8.129078094
1.500,4.674708964,5.102271365,5.600878304,5.542058258,5.751076592,6.439242474,6.880764662,7.145909735,7.693422207,8.123594761,8.123594761
1.600,4.636715302,5.082862739,5.566129586,5.523520677,5.730384728,6.430785160,6.874426520,7.142047218,7.690468652,8.121635311,8.121635311
1.700,4.613484079,5.077801641,5.544848482,5.514137959,5.719114434,6.426892676,6.871552986,7.140524666,7.689313341,8.120930292,8.120930292
1.800,4.599446161,5.079606679,5.531622452,5.509496080,5.712857402,6.425114381,6.870227112,7.139935367,7.688853328,8.120673772,8.120673772
1.900,4.591137015,5.084255327,5.523260921,5.507282834,5.709297194,6.424310895,6.869600618,7.139714471,7.688665330,8.120578767,8.120578767
2.000,4.586383290,5.089750479,5.517875380,5.506293876,5.707213502,6.423954025,6.869295397,7.139636489,7.688585668,8.120542616,8.120542616
2.100,4.583816446,5.095141453,5.514338643,5.505906644,5.705957228,6.423799853,6.869141098,7.139612288,7.688550296,8.120528311,8.120528311
2.200,4.582574593,5.100011722,5.511970394,5.505802994,5.705177461,6.423736353,6.869059793,7.139607219,7.688533701,8.120522347,8.120522347
2.300,4.582116675,5.104216994,5.510354501,5.505823229,5.704680332,6.423712485,6.869015073,7.139608194,7.688525447,8.120519701,8.120519701
2.400,4.582105366,5.107748384,5.509232481,5.505889447,5.704355920,6.423705284,6.868989453,7.139610522,7.688521110,8.120518444,8.120518444
