1.5412775309090479e-01-1.6923394313524104e-01i
1.9216118421058176e-01-5.4648588281117641e-02i
1.8165167523206982e-01-1.0820909501858061e-01i
2.3375378686537501e-01-1.8324670361185882e-01i
1.0632450859644238e-01-2.9111236542393643e-02i
2.2501208132234440e-01-4.9559889855867276e-02i
