4.4660700150516527e-02+5.2420786463632282e-02i
8.2590156152717184e-02-3.4904653244709330e-02i
-3.4425968785343708e-02+1.3915510162299488e-01i
-7.3224171508225744e-02+7.2103746002587427e-02i
1.1501127667625911e-01-1.1859529800276039e-01i
-9.0344024331190514e-02-1.4230151484178755e-01i
4.4274755733381653e-03-1.0770239404191211e-01i
5.3292259181840732e-02+7.9830889388399166e-03i
